ID,R%,Dipole,HOMO,LUMO,HOMO/LUMO,electronegativity,hardness,electrophilicity,BL6 & 17,BL6 & 18,BL7 & 8,BL7 & 9,BL11 & 10,BL2 & 16,BL3 & 7,"BA17, 6, & 18","BA8, 7, & 9","BA3, 7, & 6","BA3, 7, & 9","BA3, 7, & 8","BA16, 11, & 10","BA12, 11, & 10","BA3, 2, & 16","BA5, 6, & 7","DA1, 2, 16 & 11",BO6 & 17,BO6 & 18,BO7 & 8,BO7 & 9,BO11 & 10,BO2 & 16,BO3 & 7,charge1,charge2,charge3,charge4,charge5,charge6,charge7,charge8,charge9,charge10,charge11,charge12,charge13,charge14,charge15,charge16,charge17,charge18,core1,core2,core3,core4,core5,core6,core7,core8,core9,core10,core11,core12,core13,core14,core15,core16,core17,core18,valence1,valence2,valence3,valence4,valence5,valence6,valence7,valence8,valence9,valence10,valence11,valence12,valence13,valence14,valence15,valence16,valence17,valence18,Rydberg1,Rydberg2,Rydberg3,Rydberg4,Rydberg5,Rydberg6,Rydberg7,Rydberg8,Rydberg9,Rydberg10,Rydberg11,Rydberg12,Rydberg13,Rydberg14,Rydberg15,Rydberg16,Rydberg17,Rydberg18,total1,total2,total3,total4,total5,total6,total7,total8,total9,total10,total11,total12,total13,total14,total15,total16,total17,total18,NMR1,NMR2,NMR3,NMR4,NMR5,NMR6,NMR7,NMR8,NMR9,NMR10,NMR11,NMR12,NMR13,NMR14,NMR15,NMR16,NMR17,NMR18,L 6 & 17,B1 6 & 17,B5 6 & 17,L 6 & 18,B1 6 & 18,B5 6 & 18,L 7 & 8,B1 7 & 8,B5 7 & 8,L 2 & 16,B1 2 & 16,B5 2 & 16,BV9
V28,1,4.7533,-0.16366,-0.04226,-0.1214,0.10296,0.0607,0.08732,1.5324,1.0972,1.9204,2.2292,1.3804,1.4964,1.8502,108.8653,115.5384,85.9369,119.9661,104.257,119.8267,118.5863,123.1883,107.3314,106.0778,0.9979,0.8825,0.8264,0.6034,0.9525,0.9969,0.8746,-0.23977,-0.01393,-0.40076,0.33638,-0.54154,-0.19364,0.90192,-0.33547,-0.10829,-0.55668,0.3444,-0.29412,-0.20749,-0.32695,0.34797,-0.12635,-0.5007,0.2555,1.99888,1.9988,1.99868,1.99853,1.99967,1.99902,9.99838,1.99902,35.99054,1.99968,1.99848,1.99883,1.99895,1.99889,1.99856,1.99869,1.99906,0,4.22763,3.99402,4.37757,3.63985,6.52812,4.1681,4.03514,4.31733,10.11126,6.54511,3.63426,4.28095,4.19433,4.31557,3.63184,4.11058,4.48591,0.74201,0.01326,0.02112,0.02452,0.02524,0.01375,0.02652,0.06456,0.01912,0.00648,0.01189,0.02286,0.01434,0.01421,0.0125,0.02163,0.01708,0.01573,0.00248,6.23977,6.01393,6.40076,5.66362,8.54154,6.19364,14.09808,6.33547,46.10829,8.55668,5.6556,6.29412,6.20749,6.32695,5.65203,6.12635,6.5007,0.7445,71.305,55.9645,68.0765,34.3067,183.8684,98.6966,312.0392,148.3523,109.7693,263.2796,36.725,79.9559,66.8976,89.8324,39.8591,68.0997,158.5604,27.3883,5.238,1.941,6.169,2.587,1.09,1.09,5.129,2.838,3.285,6.889,1.721,5.449,0.45
V29,1,1.9801,-0.16365,-0.04336,-0.12029,0.1035,0.06014,0.08906,1.5328,1.1024,1.924,2.2306,1.3626,1.4953,1.8479,108.259,114.1028,86.0671,123.3167,103.6502,115.4161,123.5878,122.8842,106.4603,104.77,0.9984,0.887,0.8275,0.6252,1.0125,0.9966,0.8789,-0.22846,-0.00554,-0.4003,0.33431,-0.53835,-0.19774,0.90778,-0.33457,-0.13589,-0.51453,0.36602,-0.33832,-0.19795,-0.34091,0.35201,-0.13574,-0.2712,0.2397,1.99887,1.9988,1.99868,1.99852,1.99968,1.99899,9.9984,1.99902,35.99046,1.99965,1.99854,1.99888,1.99896,1.99888,1.99856,1.99873,1.99901,0,4.21632,3.98568,4.37751,3.64176,6.52541,4.17182,4.03141,4.31617,10.13919,6.50343,3.6134,4.32673,4.18448,4.32943,3.62774,4.11926,4.25803,0.75739,0.01326,0.02106,0.02412,0.0254,0.01327,0.02693,0.0624,0.01939,0.00624,0.01145,0.02203,0.01272,0.01451,0.01259,0.02169,0.01775,0.01416,0.00291,6.22846,6.00554,6.4003,5.66569,8.53835,6.19774,14.09222,6.33457,46.13589,8.51453,5.63398,6.33832,6.19795,6.34091,5.64799,6.13574,6.2712,0.7603,70.7754,54.8385,68.2438,34.5991,179.2635,94.3482,314.8273,147.5701,110.7992,229.1646,39.0726,92.6155,67.2712,93.2931,40.4253,74.7576,158.091,27.9693,4.669,1.983,3.282,2.592,1.09,1.09,5.136,2.837,3.283,6.877,1.951,5.445,0.422
V30,1,2.6002,-0.15795,-0.03618,-0.12177,0.09706,0.06089,0.07737,1.5306,1.1019,1.9244,2.2215,1.3802,1.4963,1.8501,108.3774,116.1533,85.9545,121.0219,103.4369,119.8232,118.5876,123.191,106.6033,106.5717,1.0022,0.8866,0.8245,0.6188,0.9526,0.9973,0.8717,-0.23978,-0.01358,-0.39796,0.33598,-0.53725,-0.19239,0.89996,-0.33544,-0.10503,-0.55606,0.34562,-0.29381,-0.20782,-0.32751,0.34834,-0.12634,-0.27449,0.24143,1.99888,1.9988,1.99868,1.99853,1.99968,1.99899,9.99842,1.99902,35.99031,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.9987,1.999,0,4.22763,3.99371,4.3744,3.64005,6.52433,4.16617,4.03796,4.31694,10.10799,6.54448,3.63301,4.28065,4.1947,4.31613,3.63143,4.11052,4.25953,0.7558,0.01327,0.02106,0.02487,0.02545,0.01324,0.02723,0.06366,0.01948,0.00674,0.01191,0.02289,0.01433,0.01417,0.01249,0.02166,0.01712,0.01596,0.00277,6.23978,6.01358,6.39796,5.66402,8.53725,6.19239,14.10004,6.33544,46.10503,8.55606,5.65438,6.29381,6.20782,6.32751,5.65166,6.12634,6.27449,0.75857,71.4442,55.7297,67.5594,34.4711,179.8342,94.8379,319.3416,148.0558,102.9805,263.095,36.7493,79.9233,67.0609,89.9528,40.0352,68.3487,150.079,27.9181,6.77,1.995,3.594,2.592,1.09,1.09,5.142,2.837,3.283,6.889,1.726,5.45,0.406
V31,1,1.6148,-0.14991,-0.03096,-0.11895,0.09043,0.05947,0.06876,1.552,1.1004,1.9211,2.2213,1.3803,1.4967,1.8599,106.2603,116.1357,84.586,119.7224,103.3034,119.7461,118.6618,123.4389,108.0116,105.969,0.9717,0.8857,0.8247,0.6099,0.9523,0.9972,0.8622,-0.23828,-0.01424,-0.39502,0.33254,-0.54206,-0.20844,0.90859,-0.33688,-0.09979,-0.55546,0.34651,-0.29403,-0.20799,-0.32745,0.3471,-0.12527,0.27377,0.24716,1.99888,1.9988,1.99868,1.99852,1.99968,1.99892,9.99844,1.99901,35.99023,1.99967,1.99848,1.99883,1.99896,1.99889,1.99856,1.99869,1.9988,0,4.22616,3.99433,4.37108,3.64366,6.52909,4.17924,4.02889,4.31868,10.10278,6.54385,3.63206,4.28089,4.19485,4.31607,3.63277,4.1094,3.70365,0.74985,0.01324,0.02111,0.02526,0.02528,0.0133,0.03027,0.06408,0.01919,0.00679,0.01194,0.02295,0.01431,0.01418,0.01249,0.02157,0.01718,0.02378,0.00299,6.23828,6.01424,6.39502,5.66746,8.54206,6.20844,14.09141,6.33688,46.09979,8.55546,5.65349,6.29403,6.20799,6.32745,5.6529,6.12527,5.72623,0.75284,70.9816,55.6932,66.3856,34.7461,184.8706,91.6523,310.9055,148.5122,102.0213,262.9313,36.5969,79.9744,67.1628,90.0338,39.9953,68.0703,112.9149,27.6586,5.411,2.677,3.937,2.59,1.09,1.09,5.143,2.803,3.295,6.889,1.718,5.45,0.404
V32,1,2.7145,-0.15692,-0.03582,-0.1211,0.09637,0.06055,0.07669,1.5477,1.1023,1.9243,2.2236,1.3804,1.4964,1.8567,105.9228,115.6459,84.705,120.417,102.808,119.8827,118.5072,123.3679,106.8176,107.6578,0.9811,0.8838,0.8244,0.617,0.9522,0.9988,0.868,-0.23831,-0.01554,-0.39556,0.33381,-0.53768,-0.19599,0.89285,-0.33509,-0.10669,-0.55625,0.34568,-0.2937,-0.20771,-0.32738,0.34796,-0.12604,-0.07962,0.24531,1.99888,1.9988,1.99869,1.99852,1.99968,1.99894,9.99844,1.99901,35.9903,1.99968,1.99848,1.99883,1.99896,1.99889,1.99857,1.9987,1.99893,0,4.22618,3.99579,4.37163,3.64204,6.52469,4.16795,4.04573,4.31686,10.10973,6.54466,3.63293,4.28052,4.19458,4.31599,3.63183,4.11031,4.06592,0.75174,0.01325,0.02095,0.02525,0.02563,0.01331,0.02911,0.06299,0.01922,0.00666,0.01192,0.0229,0.01435,0.01418,0.0125,0.02164,0.01704,0.01477,0.00295,6.23831,6.01554,6.39556,5.66619,8.53768,6.19599,14.10715,6.33509,46.10669,8.55625,5.65432,6.2937,6.20771,6.32738,5.65204,6.12604,6.07962,0.75469,71.0266,56.0039,66.6892,34.2569,179.6266,89.2544,309.5341,148.3566,101.031,262.766,36.6229,79.83,67.0453,89.9056,40.1263,68.1101,153.3028,27.7648,4.742,2.831,3.286,2.592,1.09,1.09,5.146,2.818,3.286,6.89,1.723,5.45,0.414
V33,1,3.0618,-0.16125,-0.0389,-0.12235,0.10007,0.06118,0.08186,1.5065,1.1002,1.9199,2.2198,1.3803,1.4963,1.8496,108.9151,116.6828,85.6948,121.2817,104.2194,119.7727,118.6397,123.1631,107.3256,106.3958,1.0186,0.8757,0.8288,0.6233,0.9525,0.9973,0.8707,-0.23825,-0.01239,-0.40058,0.33474,-0.53236,-0.19641,0.90443,-0.33474,-0.09861,-0.55675,0.34548,-0.29391,-0.20725,-0.32722,0.34849,-0.12782,-0.07513,0.25528,1.99888,1.9988,1.99868,1.99852,1.99968,1.99896,9.99841,1.99902,35.99025,1.99968,1.99848,1.99883,1.99896,1.99889,1.99857,1.9987,1.99882,0,4.22611,3.99246,4.37689,3.64148,6.51947,4.17091,4.03316,4.31639,10.10176,6.54518,3.63318,4.28076,4.19413,4.31584,3.63129,4.11201,4.05872,0.74219,0.01326,0.02113,0.02502,0.02526,0.01321,0.02654,0.064,0.01933,0.0066,0.01189,0.02286,0.01432,0.01417,0.01249,0.02166,0.01712,0.01758,0.00253,6.23825,6.01239,6.40058,5.66526,8.53236,6.19641,14.09557,6.33474,46.09861,8.55675,5.65452,6.29391,6.20725,6.32722,5.65151,6.12782,6.07513,0.74472,71.0843,55.3649,66.9659,34.4432,188.6431,98.9666,307.2293,147.1849,104.4376,263.0829,36.7921,79.9132,66.865,89.9176,39.9722,68.4812,60.0258,26.2999,6.893,1.7,3.306,2.59,1.09,1.09,5.13,2.845,3.284,6.888,1.725,5.449,0.398
V34,1,0.6804,-0.14888,-0.0311,-0.11778,0.08999,0.05889,0.06876,1.5088,1.0965,1.9228,2.2237,1.3801,1.4967,1.8495,106.6021,115.3962,85.1944,120.6916,104.4544,119.7876,118.6472,123.2895,107.7868,103.9476,1.0207,0.8688,0.8253,0.6216,0.9527,0.9948,0.8712,-0.24371,-0.01423,-0.40382,0.33921,-0.51427,-0.20256,0.90377,-0.3318,-0.11527,-0.55471,0.34676,-0.29383,-0.20877,-0.3275,0.34484,-0.12421,-0.15431,0.26876,1.99888,1.9988,1.99868,1.99853,1.99967,1.99897,9.99843,1.99901,35.99036,1.99967,1.99848,1.99883,1.99896,1.99888,1.99856,1.99869,1.99874,0,4.23154,3.99409,4.3805,3.63663,6.50109,4.17525,4.03496,4.31351,10.11795,6.54312,3.63183,4.28068,4.19565,4.31615,3.63505,4.1082,4.13699,0.72857,0.0133,0.02135,0.02464,0.02564,0.0135,0.02835,0.06284,0.01928,0.00697,0.01192,0.02294,0.01431,0.01417,0.01247,0.02156,0.01732,0.01858,0.00267,6.24371,6.01423,6.40382,5.66079,8.51427,6.20256,14.09623,6.3318,46.11527,8.55471,5.65324,6.29383,6.20877,6.3275,5.65516,6.12421,6.15431,0.73124,72.2418,55.986,66.8138,34.0689,182.8116,103.9407,309.5957,147.6033,102.304,263.2973,36.7314,79.9988,67.2808,90.1942,39.4291,67.5827,81.4116,26.1665,6.895,1.914,5.455,2.586,1.09,1.09,5.131,2.828,3.284,6.887,1.722,5.448,0.427
V35,1,0.9505,-0.14748,-0.03016,-0.11732,0.08882,0.05866,0.06724,1.507,1.0964,1.9226,2.2244,1.3802,1.4967,1.8495,106.6609,115.368,85.2764,120.6638,104.4699,119.8151,118.6196,123.2739,107.698,103.9424,1.0208,0.87,0.8252,0.6242,0.9527,0.9947,0.8713,-0.24425,-0.0147,-0.40376,0.33952,-0.51477,-0.20061,0.90472,-0.33174,-0.12039,-0.55465,0.34677,-0.29378,-0.209,-0.32758,0.34469,-0.1238,-0.18064,0.26751,1.99888,1.9988,1.99868,1.99853,1.99967,1.99897,9.99843,1.99901,35.99037,1.99967,1.99848,1.99883,1.99896,1.99888,1.99856,1.99869,1.99873,0,4.23207,3.99458,4.38045,3.63628,6.50159,4.17328,4.03419,4.31346,10.12306,6.54305,3.63181,4.28063,4.19588,4.31623,3.63519,4.10778,4.16305,0.72981,0.0133,0.02133,0.02463,0.02567,0.0135,0.02837,0.06266,0.01927,0.00696,0.01193,0.02294,0.01432,0.01416,0.01247,0.02156,0.01733,0.01885,0.00268,6.24425,6.0147,6.40376,5.66048,8.51477,6.20061,14.09528,6.33174,46.12039,8.55465,5.65323,6.29378,6.209,6.32758,5.65531,6.1238,6.18064,0.73249,72.3538,56.0219,66.6347,33.9909,181.8331,103.9955,310.1672,147.7441,103.5999,263.2539,36.7346,79.9987,67.3403,90.21,39.4068,67.4923,88.8378,26.2456,8.935,1.913,5.454,2.586,1.09,1.09,5.129,2.828,3.283,6.888,1.723,5.448,0.424
V36,1,2.9632,-0.16322,-0.03797,-0.12525,0.1006,0.06263,0.08079,1.092,1.0967,1.8903,2.2104,1.3801,1.4958,1.8467,109.2176,118.2699,86.7097,123.4566,102.2497,119.845,118.5767,122.672,108.326,107.1428,0.9172,0.9098,0.8486,0.6397,0.9532,0.9973,0.8712,-0.24098,-0.01449,-0.40047,0.33483,-0.52589,-0.41091,0.90649,-0.55464,-0.10136,-0.55707,0.34514,-0.29402,-0.20769,-0.32794,0.34944,-0.12823,0.23694,0.23446,1.99888,1.9988,1.99868,1.99851,1.99969,1.9992,9.99847,1.9991,35.99058,1.99967,1.99849,1.99883,1.99896,1.99889,1.99856,1.9987,0,0,4.22879,3.99479,4.37718,3.64156,6.5131,4.3888,4.0292,4.53514,10.10376,6.54549,3.63346,4.28082,4.19456,4.31655,3.63023,4.11236,0.76179,0.76372,0.01331,0.0209,0.02461,0.0251,0.0131,0.02291,0.06584,0.02039,0.00701,0.01191,0.02291,0.01437,0.01417,0.01249,0.02177,0.01718,0.00127,0.00183,6.24098,6.01449,6.40047,5.66517,8.52589,6.41091,14.09351,6.55464,46.10136,8.55707,5.65486,6.29402,6.20769,6.32794,5.65056,6.12823,0.76306,0.76554,72.0522,56.0719,68.0947,35.3306,202.7267,117.5319,334.4527,147.7257,109.3689,263.4855,36.8952,80.0415,66.9957,89.9967,40.045,68.7374,28.0257,28.143,2.582,1.09,1.09,2.587,1.09,1.09,7.122,2.007,3.619,6.888,1.735,5.45,0.363
V37,1,2.687,-0.15929,-0.03624,-0.12305,0.09776,0.06152,0.07768,1.5326,1.1002,1.892,2.2157,1.3802,1.4961,1.8517,108.0154,117.1588,85.9666,122.3299,102.8499,119.9353,118.4446,122.929,107.3259,108.2572,1.0122,0.8904,0.8494,0.6387,0.9525,0.9986,0.8692,-0.23959,-0.01587,-0.39752,0.33595,-0.53763,-0.20212,0.91422,-0.5567,-0.11025,-0.55712,0.34543,-0.29343,-0.20767,-0.32849,0.34911,-0.12772,-0.4813,0.24463,1.99888,1.9988,1.99869,1.99852,1.99968,1.99903,9.99845,1.99909,35.99051,1.99967,1.99849,1.99883,1.99896,1.99889,1.99857,1.9987,1.99914,0,4.22741,3.99635,4.37437,3.64011,6.52445,4.17649,4.02272,4.53798,10.11273,6.54553,3.63316,4.28021,4.19454,4.31709,3.63041,4.11195,4.46872,0.75288,0.0133,0.02073,0.02446,0.02541,0.0135,0.02659,0.06461,0.01963,0.00702,0.01191,0.02292,0.01439,0.01417,0.01251,0.02191,0.01707,0.01344,0.00248,6.23959,6.01587,6.39752,5.66405,8.53763,6.20212,14.08578,6.5567,46.11025,8.55712,5.65457,6.29343,6.20767,6.32849,5.65089,6.12772,6.4813,0.75537,71.5689,55.774,67.2911,34.4041,187.8326,102.2521,317.4536,149.8595,110.0524,262.7406,36.8392,79.9245,67.0422,90.0122,40.1656,68.6399,166.8105,27.6021,4.791,1.7,3.237,2.59,1.09,1.09,7.124,2.006,3.633,6.89,1.73,5.451,0.375
V38,1,4.0461,-0.16007,-0.03627,-0.1238,0.09817,0.0619,0.07785,1.0924,1.0959,1.9182,2.2156,1.3791,1.4954,1.8439,108.946,116.8362,87.0466,121.6467,105.2033,119.5157,118.2234,122.9016,109.1711,104.7347,0.9169,0.9087,0.8226,0.6302,0.9552,0.9958,0.8775,-0.24255,-0.00947,-0.40682,0.33751,-0.52488,-0.41308,0.89671,-0.33592,-0.0968,-0.55563,0.36105,-0.34813,0.35703,-0.40641,0.36426,-0.158,0.23461,0.23806,1.99888,1.9988,1.99868,1.99851,1.99968,1.99919,9.99843,1.99903,35.99045,1.99967,1.99851,1.99876,1.99859,1.99883,1.99857,1.99869,0,0,4.23037,3.98939,4.38372,3.63889,6.51217,4.39136,4.03824,4.31746,10.09968,6.54404,3.61759,4.3347,3.6224,4.39591,3.61527,4.14189,0.76402,0.76025,0.0133,0.02127,0.02442,0.02509,0.01302,0.02252,0.06661,0.01944,0.00666,0.01192,0.02285,0.01466,0.02198,0.01167,0.0219,0.01741,0.00137,0.00169,6.24255,6.00947,6.40682,5.66249,8.52488,6.41308,14.10329,6.33592,46.0968,8.55563,5.63895,6.34813,5.64297,6.40641,5.63574,6.158,0.76539,0.76194,71.674,55.8505,68.9207,34.4029,198.3675,118.0961,320.3418,150.0274,105.6991,262.3798,35.3507,93.1998,40.2693,102.7534,39.4636,76.1315,27.8369,28.042,2.582,1.09,1.09,2.586,1.09,1.09,5.115,2.851,3.289,7.602,1.724,5.448,0.373
V39,1,3.7474,-0.15818,-0.03523,-0.12295,0.0967,0.06147,0.07606,1.518,1.1,1.9211,2.2188,1.3793,1.4953,1.8496,108.8881,116.2756,85.9911,121.6737,103.9836,119.665,118.0507,123.0003,107.5336,106.8653,1.0303,0.8881,0.8244,0.6302,0.9547,0.998,0.8726,-0.24044,-0.01177,-0.40177,0.33458,-0.53552,-0.20921,0.90656,-0.33735,-0.10469,-0.55564,0.36115,-0.34757,0.35699,-0.40649,0.36477,-0.15719,-0.69166,0.24445,1.99888,1.9988,1.99869,1.99853,1.99968,1.99904,9.9984,1.99902,35.99036,1.99967,1.99851,1.99876,1.99859,1.99883,1.99858,1.9987,1.99922,0,4.22827,3.99186,4.37814,3.64144,6.52217,4.18399,4.0299,4.31895,10.1076,6.54402,3.61745,4.3341,3.62245,4.39598,3.61473,4.14123,4.68177,0.75294,0.01329,0.02111,0.02495,0.02546,0.01367,0.02618,0.06514,0.01937,0.00674,0.01194,0.02289,0.01471,0.02197,0.01168,0.02193,0.01727,0.01067,0.00261,6.24044,6.01177,6.40177,5.66542,8.53552,6.20921,14.09344,6.33735,46.10469,8.55564,5.63885,6.34757,5.64301,6.40649,5.63523,6.15719,6.69166,0.75555,71.0957,55.8633,66.6557,33.6046,176.7587,103.8888,312.2502,148.6408,109.1069,261.8598,35.2587,93.0422,40.3081,102.7294,39.7186,75.993,173.5177,27.5274,3.618,1.7,2.123,2.59,1.09,1.09,5.134,2.835,3.287,7.603,1.729,5.449,0.381
V40,1,3.7478,-0.15795,-0.03509,-0.12286,0.09652,0.06143,0.07583,1.5228,1.1012,1.9215,2.2191,1.3792,1.4952,1.8498,108.6356,116.2151,86.0161,121.7152,103.9055,119.6576,118.0561,123.0011,107.4312,106.893,1.0154,0.8871,0.8244,0.6299,0.9548,0.998,0.8722,-0.24021,-0.01176,-0.40089,0.3353,-0.53862,-0.20846,0.91156,-0.33688,-0.10587,-0.55553,0.36126,-0.34758,0.35698,-0.4065,0.36476,-0.15715,-0.47586,0.24262,1.99888,1.9988,1.99868,1.99853,1.99968,1.99901,9.99841,1.99902,35.99034,1.99967,1.99851,1.99876,1.99859,1.99883,1.99858,1.9987,1.99912,0,4.22805,3.99186,4.37728,3.64074,6.52532,4.18229,4.02528,4.31854,10.10875,6.54391,3.61734,4.3341,3.62246,4.39599,3.61474,4.1412,4.46422,0.75461,0.01328,0.0211,0.02492,0.02544,0.01362,0.02716,0.06475,0.01932,0.00678,0.01195,0.02289,0.01471,0.02197,0.01168,0.02192,0.01725,0.01252,0.00278,6.24021,6.01176,6.40089,5.6647,8.53862,6.20846,14.08844,6.33688,46.10587,8.55553,5.63874,6.34758,5.64302,6.4065,5.63524,6.15715,6.47586,0.75738,71.0431,55.9235,66.9763,33.803,181.7518,98.4233,311.432,148.5801,109.5962,261.8306,35.2399,93.0448,40.3173,102.7266,39.733,76.0298,164.5398,27.6783,4.694,1.7,3.258,2.591,1.09,1.09,5.135,2.836,3.286,7.603,1.727,5.449,0.381
V41,1,3.8154,-0.15813,-0.03526,-0.12287,0.0967,0.06143,0.0761,1.5241,1.0988,1.9225,2.2191,1.3793,1.4952,1.8493,109.5696,116.137,86.0089,121.7168,103.7818,119.6395,118.0762,122.9927,107.0939,107.0267,1.017,0.8864,0.8243,0.6304,0.9546,0.9981,0.8711,-0.2396,-0.01154,-0.40103,0.33456,-0.54066,-0.20127,0.91309,-0.33671,-0.10743,-0.55546,0.36122,-0.34755,0.35706,-0.40643,0.36489,-0.15708,-0.47674,0.24368,1.99888,1.9988,1.99868,1.99852,1.99968,1.99899,9.99843,1.99902,35.9903,1.99967,1.99851,1.99876,1.99859,1.99883,1.99858,1.99869,1.99908,0,4.22744,3.99163,4.3774,3.64148,6.52713,4.17485,4.0241,4.31837,10.11029,6.54384,3.61737,4.33408,3.62238,4.39592,3.61461,4.14113,4.46111,0.75365,0.01328,0.0211,0.02495,0.02544,0.01385,0.02742,0.06439,0.01931,0.00684,0.01195,0.0229,0.01471,0.02197,0.01168,0.02193,0.01725,0.01656,0.00266,6.2396,6.01154,6.40103,5.66544,8.54066,6.20127,14.08691,6.33671,46.10743,8.55546,5.63878,6.34755,5.64294,6.40643,5.63511,6.15708,6.47674,0.75632,70.9249,56.0032,67.3665,33.4862,180.2118,101.6038,306.8028,148.3411,110.4883,261.7985,35.235,93.0177,40.3012,102.7124,39.744,76.0193,147.7403,27.3437,5.857,1.7,4.493,2.589,1.09,1.09,5.138,2.836,3.284,7.603,1.728,5.449,0.382
V42,1,3.7205,-0.15589,-0.0342,-0.12169,0.09505,0.06084,0.07423,1.5476,1.1023,1.9249,2.2237,1.3795,1.4952,1.8567,105.9409,115.5614,84.691,120.4895,102.7621,119.7342,117.9638,123.1973,106.8195,108.1662,0.9811,0.8837,0.8237,0.6165,0.9542,0.9996,0.8683,-0.23878,-0.01367,-0.39606,0.33337,-0.53791,-0.19618,0.89255,-0.335,-0.10591,-0.55521,0.36116,-0.34736,0.35707,-0.40638,0.36491,-0.15602,-0.07961,0.24534,1.99888,1.9988,1.99869,1.99852,1.99968,1.99894,9.99844,1.99901,35.9903,1.99967,1.9985,1.99876,1.99859,1.99883,1.99858,1.99869,1.99893,0,4.22664,3.99388,4.37214,3.64247,6.52492,4.16811,4.04597,4.31673,10.10894,6.54358,3.61742,4.33387,3.62238,4.39587,3.61458,4.14019,4.06592,0.75172,0.01326,0.02098,0.02523,0.02564,0.01331,0.02913,0.06305,0.01926,0.00667,0.01196,0.02292,0.01473,0.02196,0.01168,0.02193,0.01714,0.01476,0.00294,6.23878,6.01367,6.39606,5.66663,8.53791,6.19618,14.10745,6.335,46.10591,8.55521,5.63884,6.34736,5.64293,6.40638,5.63509,6.15602,6.07961,0.75466,70.6705,56.1021,66.2977,34.3056,179.7345,89.3328,309.4037,148.4754,101.1923,261.536,35.0749,92.9091,40.2969,102.6747,39.8599,75.7921,153.3217,27.785,4.742,2.831,3.286,2.592,1.09,1.09,5.148,2.818,3.286,7.604,1.726,5.449,0.415
V43,1,3.918,-0.15734,-0.03462,-0.12272,0.09598,0.06136,0.07507,1.5181,1.1,1.9209,2.2188,1.3799,1.4951,1.8496,108.8846,116.2921,86.0004,121.6728,103.9822,119.733,118.138,123.0237,107.5446,107.0862,1.0302,0.8881,0.8244,0.6301,0.9535,0.9983,0.8727,-0.2404,-0.01144,-0.40197,0.33447,-0.53564,-0.2092,0.90675,-0.33742,-0.10527,-0.55598,0.35742,-0.33659,0.3501,-0.40824,0.3654,-0.15592,-0.69162,0.24434,1.99888,1.9988,1.99869,1.99853,1.99968,1.99904,9.9984,1.99902,35.99035,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99922,0,4.22823,3.99155,4.37834,3.64155,6.52229,4.18397,4.02967,4.31903,10.10815,6.54437,3.62115,4.32284,3.62842,4.39878,3.61403,4.13998,4.68173,0.75304,0.01329,0.02109,0.02494,0.02546,0.01367,0.02619,0.06518,0.01937,0.00676,0.01193,0.02293,0.01498,0.02286,0.0106,0.02199,0.01724,0.01066,0.00262,6.2404,6.01144,6.40197,5.66553,8.53564,6.2092,14.09325,6.33742,46.10527,8.55598,5.64258,6.33659,5.6499,6.40824,5.6346,6.15592,6.69162,0.75566,71.029,55.6742,66.724,33.6206,176.8656,103.9052,312.3686,148.6407,108.9894,262.5359,36.0246,90.6868,37.537,105.7196,39.3438,75.7424,173.5036,27.5246,3.618,1.7,2.123,2.59,1.09,1.09,5.134,2.835,3.287,8.991,1.768,5.446,0.381
V44,1,3.9075,-0.15713,-0.03445,-0.12268,0.09579,0.06134,0.07479,1.5228,1.1012,1.9215,2.2189,1.3799,1.4951,1.8498,108.6363,116.2602,86.0205,121.6323,103.8867,119.7509,118.1213,123.0115,107.4334,107.1358,1.0154,0.8872,0.8243,0.6299,0.9535,0.9983,0.8723,-0.24025,-0.01153,-0.40111,0.33519,-0.53873,-0.20843,0.91157,-0.33693,-0.10624,-0.55592,0.35744,-0.33652,0.35011,-0.40823,0.36542,-0.15588,-0.47582,0.24252,1.99888,1.9988,1.99869,1.99853,1.99968,1.99901,9.99841,1.99902,35.99033,1.99967,1.9985,1.99878,1.99861,1.99885,1.99858,1.99869,1.99912,0,4.22808,3.99165,4.37751,3.64085,6.52543,4.18225,4.02522,4.31859,10.1091,6.54431,3.62112,4.32275,3.62841,4.39877,3.61402,4.13996,4.46419,0.7547,0.01329,0.02108,0.02492,0.02543,0.01362,0.02717,0.0648,0.01932,0.00681,0.01193,0.02294,0.01499,0.02286,0.0106,0.02198,0.01723,0.01251,0.00278,6.24025,6.01153,6.40111,5.66481,8.53873,6.20843,14.08843,6.33693,46.10624,8.55592,5.64256,6.33652,5.64989,6.40823,5.63458,6.15588,6.47582,0.75748,70.9642,55.7322,67.0441,33.8244,181.8117,98.4151,311.4055,148.5653,109.3929,262.4764,36.0108,90.6686,37.5126,105.6988,39.3568,75.7747,164.5351,27.6765,4.694,1.7,3.258,2.591,1.09,1.09,5.136,2.836,3.286,8.992,1.771,5.446,0.382
